Chunk,Condition
AVA_2bxKkUgcqpk_s596000_e600000_chunk149,True
AVA_2bxKkUgcqpk_s600000_e604000_chunk150,True
AVA_2bxKkUgcqpk_s604000_e608000_chunk151,True
AVA_2bxKkUgcqpk_s608000_e612000_chunk152,True
AVA_2bxKkUgcqpk_s612000_e616000_chunk153,True
AVA_2bxKkUgcqpk_s616000_e620000_chunk154,True
AVA_2bxKkUgcqpk_s620000_e624000_chunk155,True
AVA_2bxKkUgcqpk_s624000_e628000_chunk156,True
AVA_2bxKkUgcqpk_s628000_e632000_chunk157,True
AVA_2bxKkUgcqpk_s632000_e636000_chunk158,True
AVA_2bxKkUgcqpk_s636000_e640000_chunk159,True
AVA_2bxKkUgcqpk_s640000_e644000_chunk160,True
AVA_2bxKkUgcqpk_s644000_e648000_chunk161,True
AVA_2bxKkUgcqpk_s648000_e652000_chunk162,True
AVA_2bxKkUgcqpk_s652000_e656000_chunk163,True
AVA_2bxKkUgcqpk_s656000_e660000_chunk164,True
AVA_2bxKkUgcqpk_s660000_e664000_chunk165,True
AVA_2bxKkUgcqpk_s664000_e668000_chunk166,True
AVA_2bxKkUgcqpk_s668000_e672000_chunk167,True
AVA_2bxKkUgcqpk_s672000_e676000_chunk168,True
AVA_2bxKkUgcqpk_s676000_e680000_chunk169,True
AVA_2bxKkUgcqpk_s680000_e684000_chunk170,True
AVA_2bxKkUgcqpk_s684000_e688000_chunk171,True
AVA_2bxKkUgcqpk_s688000_e692000_chunk172,True
AVA_2bxKkUgcqpk_s692000_e696000_chunk173,True
AVA_2bxKkUgcqpk_s696000_e700000_chunk174,True
AVA_2bxKkUgcqpk_s700000_e704000_chunk175,True
AVA_2bxKkUgcqpk_s704000_e708000_chunk176,True
AVA_2bxKkUgcqpk_s708000_e712000_chunk177,True
AVA_2bxKkUgcqpk_s712000_e716000_chunk178,True
AVA_2bxKkUgcqpk_s716000_e720000_chunk179,False
AVA_2bxKkUgcqpk_s720000_e724000_chunk180,True
AVA_2bxKkUgcqpk_s724000_e728000_chunk181,True
AVA_2bxKkUgcqpk_s728000_e732000_chunk182,True
AVA_2bxKkUgcqpk_s732000_e736000_chunk183,True
AVA_2bxKkUgcqpk_s736000_e740000_chunk184,True
AVA_2bxKkUgcqpk_s740000_e744000_chunk185,True
AVA_2bxKkUgcqpk_s744000_e748000_chunk186,True
AVA_2bxKkUgcqpk_s748000_e752000_chunk187,False
AVA_2bxKkUgcqpk_s752000_e756000_chunk188,False
AVA_2bxKkUgcqpk_s756000_e760000_chunk189,False
AVA_2bxKkUgcqpk_s760000_e764000_chunk190,False
AVA_2bxKkUgcqpk_s764000_e768000_chunk191,False
AVA_2bxKkUgcqpk_s768000_e772000_chunk192,False
AVA_2bxKkUgcqpk_s772000_e776000_chunk193,False
AVA_2bxKkUgcqpk_s776000_e780000_chunk194,False
AVA_2bxKkUgcqpk_s780000_e784000_chunk195,False
AVA_2bxKkUgcqpk_s784000_e788000_chunk196,False
AVA_2bxKkUgcqpk_s788000_e792000_chunk197,True
AVA_2bxKkUgcqpk_s792000_e796000_chunk198,True
AVA_2bxKkUgcqpk_s796000_e800000_chunk199,True
AVA_2bxKkUgcqpk_s800000_e804000_chunk200,True
AVA_2bxKkUgcqpk_s804000_e808000_chunk201,False
AVA_2bxKkUgcqpk_s808000_e812000_chunk202,False
AVA_2bxKkUgcqpk_s812000_e816000_chunk203,True
AVA_2bxKkUgcqpk_s816000_e820000_chunk204,True
AVA_2bxKkUgcqpk_s820000_e824000_chunk205,True
AVA_2bxKkUgcqpk_s824000_e828000_chunk206,True
AVA_2bxKkUgcqpk_s828000_e832000_chunk207,False
AVA_2bxKkUgcqpk_s832000_e836000_chunk208,False
AVA_2bxKkUgcqpk_s836000_e840000_chunk209,False
AVA_2bxKkUgcqpk_s840000_e844000_chunk210,True
AVA_2bxKkUgcqpk_s844000_e848000_chunk211,True
AVA_2bxKkUgcqpk_s848000_e852000_chunk212,True
AVA_2bxKkUgcqpk_s852000_e856000_chunk213,True
AVA_2bxKkUgcqpk_s856000_e860000_chunk214,True
AVA_2bxKkUgcqpk_s860000_e864000_chunk215,True
AVA_2bxKkUgcqpk_s864000_e868000_chunk216,True
AVA_2bxKkUgcqpk_s868000_e872000_chunk217,True
AVA_2bxKkUgcqpk_s872000_e876000_chunk218,True
AVA_2bxKkUgcqpk_s876000_e880000_chunk219,True
AVA_2bxKkUgcqpk_s880000_e884000_chunk220,True
AVA_2bxKkUgcqpk_s884000_e888000_chunk221,True
AVA_2bxKkUgcqpk_s888000_e892000_chunk222,True
AVA_2bxKkUgcqpk_s892000_e896000_chunk223,True
AVA_2bxKkUgcqpk_s896000_e900000_chunk224,True
AVA_2DUITARAsWQ_s0_e4000_chunk0,True
AVA_2DUITARAsWQ_s4000_e8000_chunk1,True
AVA_2DUITARAsWQ_s8000_e12000_chunk2,False
AVA_2DUITARAsWQ_s12000_e16000_chunk3,False
AVA_2DUITARAsWQ_s16000_e20000_chunk4,False
AVA_2DUITARAsWQ_s20000_e24000_chunk5,False
AVA_2DUITARAsWQ_s24000_e28000_chunk6,False
AVA_2DUITARAsWQ_s28000_e32000_chunk7,True
AVA_2DUITARAsWQ_s32000_e36000_chunk8,True
AVA_2DUITARAsWQ_s36000_e40000_chunk9,True
AVA_2DUITARAsWQ_s40000_e44000_chunk10,True
AVA_2DUITARAsWQ_s44000_e48000_chunk11,False
AVA_2DUITARAsWQ_s48000_e52000_chunk12,False
AVA_2DUITARAsWQ_s52000_e56000_chunk13,False
AVA_2DUITARAsWQ_s56000_e60000_chunk14,False
AVA_2DUITARAsWQ_s60000_e64000_chunk15,False
AVA_2DUITARAsWQ_s64000_e68000_chunk16,True
AVA_2DUITARAsWQ_s68000_e72000_chunk17,True
AVA_2DUITARAsWQ_s72000_e76000_chunk18,True
AVA_2DUITARAsWQ_s76000_e80000_chunk19,False
AVA_2DUITARAsWQ_s80000_e84000_chunk20,False
AVA_2DUITARAsWQ_s84000_e88000_chunk21,False
AVA_2DUITARAsWQ_s88000_e92000_chunk22,False
AVA_2DUITARAsWQ_s92000_e96000_chunk23,False
AVA_2DUITARAsWQ_s96000_e100000_chunk24,False
AVA_2DUITARAsWQ_s100000_e104000_chunk25,False
AVA_2DUITARAsWQ_s104000_e108000_chunk26,True
AVA_2DUITARAsWQ_s108000_e112000_chunk27,False
AVA_2DUITARAsWQ_s112000_e116000_chunk28,False
AVA_2DUITARAsWQ_s116000_e120000_chunk29,False
AVA_2DUITARAsWQ_s120000_e124000_chunk30,False
AVA_2DUITARAsWQ_s124000_e128000_chunk31,False
AVA_2DUITARAsWQ_s128000_e132000_chunk32,False
AVA_2DUITARAsWQ_s132000_e136000_chunk33,False
AVA_2DUITARAsWQ_s136000_e140000_chunk34,False
AVA_2DUITARAsWQ_s140000_e144000_chunk35,False
AVA_2DUITARAsWQ_s144000_e148000_chunk36,False
AVA_2DUITARAsWQ_s148000_e152000_chunk37,False
AVA_2DUITARAsWQ_s152000_e156000_chunk38,False
AVA_2DUITARAsWQ_s156000_e160000_chunk39,False
AVA_2DUITARAsWQ_s160000_e164000_chunk40,False
AVA_2DUITARAsWQ_s164000_e168000_chunk41,True
AVA_2DUITARAsWQ_s168000_e172000_chunk42,True
AVA_2DUITARAsWQ_s172000_e176000_chunk43,True
AVA_2DUITARAsWQ_s176000_e180000_chunk44,False
AVA_2DUITARAsWQ_s180000_e184000_chunk45,False
AVA_2DUITARAsWQ_s184000_e188000_chunk46,False
AVA_2DUITARAsWQ_s188000_e192000_chunk47,False
AVA_2DUITARAsWQ_s192000_e196000_chunk48,False
AVA_2DUITARAsWQ_s196000_e200000_chunk49,False
AVA_2DUITARAsWQ_s200000_e204000_chunk50,False
AVA_2DUITARAsWQ_s204000_e208000_chunk51,True
AVA_2DUITARAsWQ_s208000_e212000_chunk52,True
AVA_2DUITARAsWQ_s212000_e216000_chunk53,True
AVA_2DUITARAsWQ_s216000_e220000_chunk54,True
AVA_2DUITARAsWQ_s220000_e224000_chunk55,True
AVA_2DUITARAsWQ_s224000_e228000_chunk56,True
AVA_2DUITARAsWQ_s228000_e232000_chunk57,True
AVA_2DUITARAsWQ_s232000_e236000_chunk58,False
AVA_2DUITARAsWQ_s236000_e240000_chunk59,False
AVA_2DUITARAsWQ_s240000_e244000_chunk60,True
AVA_2DUITARAsWQ_s244000_e248000_chunk61,True
AVA_2DUITARAsWQ_s248000_e252000_chunk62,True
AVA_2DUITARAsWQ_s252000_e256000_chunk63,True
AVA_2DUITARAsWQ_s256000_e260000_chunk64,True
AVA_2DUITARAsWQ_s260000_e264000_chunk65,True
AVA_2DUITARAsWQ_s264000_e268000_chunk66,True
AVA_2DUITARAsWQ_s268000_e272000_chunk67,True
AVA_2DUITARAsWQ_s272000_e276000_chunk68,True
AVA_2DUITARAsWQ_s276000_e280000_chunk69,True
AVA_2DUITARAsWQ_s280000_e284000_chunk70,False
AVA_2DUITARAsWQ_s284000_e288000_chunk71,False
AVA_2DUITARAsWQ_s288000_e292000_chunk72,False
AVA_2DUITARAsWQ_s292000_e296000_chunk73,True
AVA_2DUITARAsWQ_s296000_e300000_chunk74,False
AVA_2DUITARAsWQ_s300000_e304000_chunk75,False
AVA_2DUITARAsWQ_s304000_e308000_chunk76,True
AVA_2DUITARAsWQ_s308000_e312000_chunk77,True
AVA_2DUITARAsWQ_s312000_e316000_chunk78,False
AVA_2DUITARAsWQ_s316000_e320000_chunk79,False
AVA_2DUITARAsWQ_s320000_e324000_chunk80,False
AVA_2DUITARAsWQ_s324000_e328000_chunk81,True
AVA_2DUITARAsWQ_s328000_e332000_chunk82,True
AVA_2DUITARAsWQ_s332000_e336000_chunk83,True
AVA_2DUITARAsWQ_s336000_e340000_chunk84,True
AVA_2DUITARAsWQ_s340000_e344000_chunk85,True
AVA_2DUITARAsWQ_s344000_e348000_chunk86,True
AVA_2DUITARAsWQ_s348000_e352000_chunk87,True
AVA_2DUITARAsWQ_s352000_e356000_chunk88,True
AVA_2DUITARAsWQ_s356000_e360000_chunk89,True
AVA_2DUITARAsWQ_s360000_e364000_chunk90,True
AVA_2DUITARAsWQ_s364000_e368000_chunk91,True
AVA_2DUITARAsWQ_s368000_e372000_chunk92,True
AVA_2DUITARAsWQ_s372000_e376000_chunk93,True
AVA_2DUITARAsWQ_s376000_e380000_chunk94,True
AVA_2DUITARAsWQ_s380000_e384000_chunk95,True
AVA_2DUITARAsWQ_s384000_e388000_chunk96,True
AVA_2DUITARAsWQ_s388000_e392000_chunk97,True
AVA_2DUITARAsWQ_s392000_e396000_chunk98,True
AVA_2DUITARAsWQ_s396000_e400000_chunk99,True
AVA_2DUITARAsWQ_s400000_e404000_chunk100,True
AVA_2DUITARAsWQ_s404000_e408000_chunk101,True
AVA_2DUITARAsWQ_s408000_e412000_chunk102,True
AVA_2DUITARAsWQ_s412000_e416000_chunk103,True
AVA_2DUITARAsWQ_s416000_e420000_chunk104,True
AVA_2DUITARAsWQ_s420000_e424000_chunk105,True
AVA_2DUITARAsWQ_s424000_e428000_chunk106,False
AVA_2DUITARAsWQ_s428000_e432000_chunk107,False
AVA_2DUITARAsWQ_s432000_e436000_chunk108,False
AVA_2DUITARAsWQ_s436000_e440000_chunk109,True
AVA_2DUITARAsWQ_s440000_e444000_chunk110,True
AVA_2DUITARAsWQ_s444000_e448000_chunk111,True
AVA_2DUITARAsWQ_s448000_e452000_chunk112,True
AVA_2DUITARAsWQ_s452000_e456000_chunk113,True
AVA_2DUITARAsWQ_s456000_e460000_chunk114,True
AVA_2DUITARAsWQ_s460000_e464000_chunk115,True
AVA_2DUITARAsWQ_s464000_e468000_chunk116,True
AVA_2DUITARAsWQ_s468000_e472000_chunk117,True
AVA_2DUITARAsWQ_s472000_e476000_chunk118,True
AVA_2DUITARAsWQ_s476000_e480000_chunk119,True
AVA_2DUITARAsWQ_s480000_e484000_chunk120,True
AVA_2DUITARAsWQ_s484000_e488000_chunk121,True
AVA_2DUITARAsWQ_s488000_e492000_chunk122,True
AVA_2DUITARAsWQ_s492000_e496000_chunk123,True
AVA_2DUITARAsWQ_s496000_e500000_chunk124,True
AVA_2DUITARAsWQ_s500000_e504000_chunk125,True
AVA_2DUITARAsWQ_s504000_e508000_chunk126,True
AVA_2DUITARAsWQ_s508000_e512000_chunk127,True
AVA_2DUITARAsWQ_s512000_e516000_chunk128,True
AVA_2DUITARAsWQ_s516000_e520000_chunk129,True
AVA_2DUITARAsWQ_s520000_e524000_chunk130,True
AVA_2DUITARAsWQ_s524000_e528000_chunk131,True
AVA_2DUITARAsWQ_s528000_e532000_chunk132,True
AVA_2DUITARAsWQ_s532000_e536000_chunk133,True
AVA_2DUITARAsWQ_s536000_e540000_chunk134,True
AVA_2DUITARAsWQ_s540000_e544000_chunk135,True
AVA_2DUITARAsWQ_s544000_e548000_chunk136,True
AVA_2DUITARAsWQ_s548000_e552000_chunk137,True
AVA_2DUITARAsWQ_s552000_e556000_chunk138,True
AVA_2DUITARAsWQ_s556000_e560000_chunk139,True
AVA_2DUITARAsWQ_s560000_e564000_chunk140,False
AVA_2DUITARAsWQ_s564000_e568000_chunk141,False
AVA_2DUITARAsWQ_s568000_e572000_chunk142,True
AVA_2DUITARAsWQ_s572000_e576000_chunk143,True
AVA_2DUITARAsWQ_s576000_e580000_chunk144,True
AVA_2DUITARAsWQ_s580000_e584000_chunk145,True
AVA_2DUITARAsWQ_s584000_e588000_chunk146,False
AVA_2DUITARAsWQ_s588000_e592000_chunk147,True
AVA_2DUITARAsWQ_s592000_e596000_chunk148,True
AVA_2DUITARAsWQ_s596000_e600000_chunk149,False
AVA_2DUITARAsWQ_s600000_e604000_chunk150,False
AVA_2DUITARAsWQ_s604000_e608000_chunk151,False
AVA_2DUITARAsWQ_s608000_e612000_chunk152,False
AVA_2DUITARAsWQ_s612000_e616000_chunk153,False
AVA_2DUITARAsWQ_s616000_e620000_chunk154,True
AVA_2DUITARAsWQ_s620000_e624000_chunk155,True
AVA_2DUITARAsWQ_s624000_e628000_chunk156,True
AVA_2DUITARAsWQ_s628000_e632000_chunk157,True
AVA_2DUITARAsWQ_s632000_e636000_chunk158,True
AVA_2DUITARAsWQ_s636000_e640000_chunk159,True
AVA_2DUITARAsWQ_s640000_e644000_chunk160,True
AVA_2DUITARAsWQ_s644000_e648000_chunk161,True
AVA_2DUITARAsWQ_s648000_e652000_chunk162,False
AVA_2DUITARAsWQ_s652000_e656000_chunk163,True
AVA_2DUITARAsWQ_s656000_e660000_chunk164,True
AVA_2DUITARAsWQ_s660000_e664000_chunk165,True
AVA_2DUITARAsWQ_s664000_e668000_chunk166,True
AVA_2DUITARAsWQ_s668000_e672000_chunk167,True
AVA_2DUITARAsWQ_s672000_e676000_chunk168,True
AVA_2DUITARAsWQ_s676000_e680000_chunk169,True
AVA_2DUITARAsWQ_s680000_e684000_chunk170,True
AVA_2DUITARAsWQ_s684000_e688000_chunk171,True
AVA_2DUITARAsWQ_s688000_e692000_chunk172,True
AVA_2DUITARAsWQ_s692000_e696000_chunk173,True
AVA_2DUITARAsWQ_s696000_e700000_chunk174,True
AVA_2DUITARAsWQ_s700000_e704000_chunk175,True
AVA_2DUITARAsWQ_s704000_e708000_chunk176,True
AVA_2DUITARAsWQ_s708000_e712000_chunk177,True
AVA_2DUITARAsWQ_s712000_e716000_chunk178,True
AVA_2DUITARAsWQ_s716000_e720000_chunk179,True
AVA_2DUITARAsWQ_s720000_e724000_chunk180,True
AVA_2DUITARAsWQ_s724000_e728000_chunk181,True
AVA_2DUITARAsWQ_s728000_e732000_chunk182,True
AVA_2DUITARAsWQ_s732000_e736000_chunk183,True
AVA_2DUITARAsWQ_s736000_e740000_chunk184,True
AVA_2DUITARAsWQ_s740000_e744000_chunk185,True
AVA_2DUITARAsWQ_s744000_e748000_chunk186,True
AVA_2DUITARAsWQ_s748000_e752000_chunk187,True
AVA_2DUITARAsWQ_s752000_e756000_chunk188,True
AVA_2DUITARAsWQ_s756000_e760000_chunk189,True
AVA_2DUITARAsWQ_s760000_e764000_chunk190,True
AVA_2DUITARAsWQ_s764000_e768000_chunk191,True
AVA_2DUITARAsWQ_s768000_e772000_chunk192,True
AVA_2DUITARAsWQ_s772000_e776000_chunk193,True
AVA_2DUITARAsWQ_s776000_e780000_chunk194,True
AVA_2DUITARAsWQ_s780000_e784000_chunk195,True
AVA_2DUITARAsWQ_s784000_e788000_chunk196,True
AVA_2DUITARAsWQ_s788000_e792000_chunk197,True
AVA_2DUITARAsWQ_s792000_e796000_chunk198,True
AVA_2DUITARAsWQ_s796000_e800000_chunk199,True
AVA_2DUITARAsWQ_s800000_e804000_chunk200,True
AVA_2DUITARAsWQ_s804000_e808000_chunk201,True
AVA_2DUITARAsWQ_s808000_e812000_chunk202,True
AVA_2DUITARAsWQ_s812000_e816000_chunk203,True
AVA_2DUITARAsWQ_s816000_e820000_chunk204,True
AVA_2DUITARAsWQ_s820000_e824000_chunk205,True
AVA_2DUITARAsWQ_s824000_e828000_chunk206,True
AVA_2DUITARAsWQ_s828000_e832000_chunk207,True
AVA_2DUITARAsWQ_s832000_e836000_chunk208,True
AVA_2DUITARAsWQ_s836000_e840000_chunk209,True
AVA_2DUITARAsWQ_s840000_e844000_chunk210,True
AVA_2DUITARAsWQ_s844000_e848000_chunk211,True
AVA_2DUITARAsWQ_s848000_e852000_chunk212,True
AVA_2DUITARAsWQ_s852000_e856000_chunk213,True
AVA_2DUITARAsWQ_s856000_e860000_chunk214,True
AVA_2DUITARAsWQ_s860000_e864000_chunk215,True
AVA_2DUITARAsWQ_s864000_e868000_chunk216,True
AVA_2DUITARAsWQ_s868000_e872000_chunk217,True
AVA_2DUITARAsWQ_s872000_e876000_chunk218,True
AVA_2DUITARAsWQ_s876000_e880000_chunk219,True
AVA_2DUITARAsWQ_s880000_e884000_chunk220,False
AVA_2DUITARAsWQ_s884000_e888000_chunk221,False
AVA_2DUITARAsWQ_s888000_e892000_chunk222,False
AVA_2DUITARAsWQ_s892000_e896000_chunk223,True
AVA_2DUITARAsWQ_s896000_e900000_chunk224,True
AVA_2fwni_Kjf2M_s0_e4000_chunk0,False
AVA_2fwni_Kjf2M_s4000_e8000_chunk1,False
AVA_2fwni_Kjf2M_s8000_e12000_chunk2,False
AVA_2fwni_Kjf2M_s12000_e16000_chunk3,False
AVA_2fwni_Kjf2M_s16000_e20000_chunk4,False
AVA_2fwni_Kjf2M_s20000_e24000_chunk5,False
AVA_2fwni_Kjf2M_s24000_e28000_chunk6,False
AVA_2fwni_Kjf2M_s28000_e32000_chunk7,False
AVA_2fwni_Kjf2M_s32000_e36000_chunk8,False
AVA_2fwni_Kjf2M_s36000_e40000_chunk9,False
AVA_2fwni_Kjf2M_s40000_e44000_chunk10,False
AVA_2fwni_Kjf2M_s44000_e48000_chunk11,False
AVA_2fwni_Kjf2M_s48000_e52000_chunk12,False
AVA_2fwni_Kjf2M_s52000_e56000_chunk13,False
AVA_2fwni_Kjf2M_s56000_e60000_chunk14,False
AVA_2fwni_Kjf2M_s60000_e64000_chunk15,False
AVA_2fwni_Kjf2M_s64000_e68000_chunk16,True
AVA_2fwni_Kjf2M_s68000_e72000_chunk17,True
AVA_2fwni_Kjf2M_s72000_e76000_chunk18,True
AVA_2fwni_Kjf2M_s76000_e80000_chunk19,True
AVA_2fwni_Kjf2M_s80000_e84000_chunk20,True
AVA_2fwni_Kjf2M_s84000_e88000_chunk21,True
AVA_2fwni_Kjf2M_s88000_e92000_chunk22,True
AVA_2fwni_Kjf2M_s92000_e96000_chunk23,True
AVA_2fwni_Kjf2M_s96000_e100000_chunk24,True
AVA_2fwni_Kjf2M_s100000_e104000_chunk25,True
AVA_2fwni_Kjf2M_s104000_e108000_chunk26,True
AVA_2fwni_Kjf2M_s108000_e112000_chunk27,True
AVA_2fwni_Kjf2M_s112000_e116000_chunk28,True
AVA_2fwni_Kjf2M_s116000_e120000_chunk29,True
AVA_2fwni_Kjf2M_s120000_e124000_chunk30,True
AVA_2fwni_Kjf2M_s124000_e128000_chunk31,True
AVA_2fwni_Kjf2M_s128000_e132000_chunk32,True
AVA_2fwni_Kjf2M_s132000_e136000_chunk33,True
AVA_2fwni_Kjf2M_s136000_e140000_chunk34,True
AVA_2fwni_Kjf2M_s140000_e144000_chunk35,False
AVA_2fwni_Kjf2M_s144000_e148000_chunk36,False
AVA_2fwni_Kjf2M_s148000_e152000_chunk37,False
AVA_2fwni_Kjf2M_s152000_e156000_chunk38,False
AVA_2fwni_Kjf2M_s156000_e160000_chunk39,False
AVA_2fwni_Kjf2M_s160000_e164000_chunk40,False
AVA_2fwni_Kjf2M_s164000_e168000_chunk41,False
AVA_2fwni_Kjf2M_s168000_e172000_chunk42,False
AVA_2fwni_Kjf2M_s172000_e176000_chunk43,False
AVA_2fwni_Kjf2M_s176000_e180000_chunk44,False
AVA_2fwni_Kjf2M_s180000_e184000_chunk45,False
AVA_2fwni_Kjf2M_s184000_e188000_chunk46,False
AVA_2fwni_Kjf2M_s188000_e192000_chunk47,False
AVA_2fwni_Kjf2M_s192000_e196000_chunk48,False
AVA_2fwni_Kjf2M_s196000_e200000_chunk49,False
AVA_2fwni_Kjf2M_s200000_e204000_chunk50,False
AVA_2fwni_Kjf2M_s204000_e208000_chunk51,False
AVA_2fwni_Kjf2M_s208000_e212000_chunk52,False
AVA_2fwni_Kjf2M_s212000_e216000_chunk53,True
AVA_2fwni_Kjf2M_s216000_e220000_chunk54,True
AVA_2fwni_Kjf2M_s220000_e224000_chunk55,True
AVA_2fwni_Kjf2M_s224000_e228000_chunk56,True
AVA_2fwni_Kjf2M_s228000_e232000_chunk57,True
AVA_2fwni_Kjf2M_s232000_e236000_chunk58,False
AVA_2fwni_Kjf2M_s236000_e240000_chunk59,False
AVA_2fwni_Kjf2M_s240000_e244000_chunk60,False
AVA_2fwni_Kjf2M_s244000_e248000_chunk61,False
AVA_2fwni_Kjf2M_s248000_e252000_chunk62,False
AVA_2fwni_Kjf2M_s252000_e256000_chunk63,False
AVA_2fwni_Kjf2M_s256000_e260000_chunk64,False
AVA_2fwni_Kjf2M_s260000_e264000_chunk65,True
AVA_2fwni_Kjf2M_s264000_e268000_chunk66,True
AVA_2fwni_Kjf2M_s268000_e272000_chunk67,True
AVA_2fwni_Kjf2M_s272000_e276000_chunk68,True
AVA_2fwni_Kjf2M_s276000_e280000_chunk69,True
AVA_2fwni_Kjf2M_s280000_e284000_chunk70,True
AVA_2fwni_Kjf2M_s284000_e288000_chunk71,True
AVA_2fwni_Kjf2M_s288000_e292000_chunk72,False
AVA_2fwni_Kjf2M_s292000_e296000_chunk73,True
AVA_2fwni_Kjf2M_s296000_e300000_chunk74,True
AVA_2fwni_Kjf2M_s300000_e304000_chunk75,False
AVA_2fwni_Kjf2M_s304000_e308000_chunk76,True
AVA_2fwni_Kjf2M_s308000_e312000_chunk77,True
AVA_2fwni_Kjf2M_s312000_e316000_chunk78,True
AVA_2fwni_Kjf2M_s316000_e320000_chunk79,True
AVA_2fwni_Kjf2M_s320000_e324000_chunk80,True
AVA_2fwni_Kjf2M_s324000_e328000_chunk81,True
AVA_2fwni_Kjf2M_s328000_e332000_chunk82,True
AVA_2fwni_Kjf2M_s332000_e336000_chunk83,True
AVA_2fwni_Kjf2M_s336000_e340000_chunk84,False
AVA_2fwni_Kjf2M_s340000_e344000_chunk85,False
AVA_2fwni_Kjf2M_s344000_e348000_chunk86,False
AVA_2fwni_Kjf2M_s348000_e352000_chunk87,True
AVA_2fwni_Kjf2M_s352000_e356000_chunk88,True
AVA_2fwni_Kjf2M_s356000_e360000_chunk89,False
AVA_2fwni_Kjf2M_s360000_e364000_chunk90,True
AVA_2fwni_Kjf2M_s364000_e368000_chunk91,True
AVA_2fwni_Kjf2M_s368000_e372000_chunk92,True
AVA_2fwni_Kjf2M_s372000_e376000_chunk93,True
AVA_2fwni_Kjf2M_s376000_e380000_chunk94,True
AVA_2fwni_Kjf2M_s380000_e384000_chunk95,True
AVA_2fwni_Kjf2M_s384000_e388000_chunk96,True
AVA_2fwni_Kjf2M_s388000_e392000_chunk97,True
AVA_2fwni_Kjf2M_s392000_e396000_chunk98,True
AVA_2fwni_Kjf2M_s396000_e400000_chunk99,True
AVA_2fwni_Kjf2M_s400000_e404000_chunk100,True
AVA_2fwni_Kjf2M_s404000_e408000_chunk101,True
AVA_2fwni_Kjf2M_s408000_e412000_chunk102,True
AVA_2fwni_Kjf2M_s412000_e416000_chunk103,True
AVA_2fwni_Kjf2M_s416000_e420000_chunk104,True
AVA_2fwni_Kjf2M_s420000_e424000_chunk105,True
AVA_2fwni_Kjf2M_s424000_e428000_chunk106,True
AVA_2fwni_Kjf2M_s428000_e432000_chunk107,True
AVA_2fwni_Kjf2M_s432000_e436000_chunk108,True
AVA_2fwni_Kjf2M_s436000_e440000_chunk109,True
AVA_2fwni_Kjf2M_s440000_e444000_chunk110,True
AVA_2fwni_Kjf2M_s444000_e448000_chunk111,True
AVA_2fwni_Kjf2M_s448000_e452000_chunk112,True
AVA_2fwni_Kjf2M_s452000_e456000_chunk113,True
AVA_2fwni_Kjf2M_s456000_e460000_chunk114,True
AVA_2fwni_Kjf2M_s460000_e464000_chunk115,True
AVA_2fwni_Kjf2M_s464000_e468000_chunk116,True
AVA_2fwni_Kjf2M_s468000_e472000_chunk117,True
AVA_2fwni_Kjf2M_s472000_e476000_chunk118,True
AVA_2fwni_Kjf2M_s476000_e480000_chunk119,True
AVA_2fwni_Kjf2M_s480000_e484000_chunk120,True
AVA_2fwni_Kjf2M_s484000_e488000_chunk121,True
AVA_2fwni_Kjf2M_s488000_e492000_chunk122,False
AVA_2fwni_Kjf2M_s492000_e496000_chunk123,False
AVA_2fwni_Kjf2M_s496000_e500000_chunk124,True
AVA_2fwni_Kjf2M_s500000_e504000_chunk125,True
AVA_2fwni_Kjf2M_s504000_e508000_chunk126,True
AVA_2fwni_Kjf2M_s508000_e512000_chunk127,True
AVA_2fwni_Kjf2M_s512000_e516000_chunk128,True
AVA_2fwni_Kjf2M_s516000_e520000_chunk129,True
AVA_2fwni_Kjf2M_s520000_e524000_chunk130,True
AVA_2fwni_Kjf2M_s524000_e528000_chunk131,True
AVA_2fwni_Kjf2M_s528000_e532000_chunk132,True
AVA_2fwni_Kjf2M_s532000_e536000_chunk133,True
AVA_2fwni_Kjf2M_s536000_e540000_chunk134,True
AVA_2fwni_Kjf2M_s540000_e544000_chunk135,True
AVA_2fwni_Kjf2M_s544000_e548000_chunk136,True
AVA_2fwni_Kjf2M_s548000_e552000_chunk137,True
AVA_2fwni_Kjf2M_s552000_e556000_chunk138,True
AVA_2fwni_Kjf2M_s556000_e560000_chunk139,True
AVA_2fwni_Kjf2M_s560000_e564000_chunk140,True
AVA_2fwni_Kjf2M_s564000_e568000_chunk141,True
AVA_2fwni_Kjf2M_s568000_e572000_chunk142,False
AVA_2fwni_Kjf2M_s572000_e576000_chunk143,False
AVA_2fwni_Kjf2M_s576000_e580000_chunk144,False
AVA_2fwni_Kjf2M_s580000_e584000_chunk145,True
AVA_2fwni_Kjf2M_s584000_e588000_chunk146,True
AVA_2fwni_Kjf2M_s588000_e592000_chunk147,True
AVA_2fwni_Kjf2M_s592000_e596000_chunk148,True
AVA_2fwni_Kjf2M_s596000_e600000_chunk149,True
AVA_2fwni_Kjf2M_s600000_e604000_chunk150,True
AVA_2fwni_Kjf2M_s604000_e608000_chunk151,True
AVA_2fwni_Kjf2M_s608000_e612000_chunk152,True
AVA_2fwni_Kjf2M_s612000_e616000_chunk153,True
AVA_2fwni_Kjf2M_s616000_e620000_chunk154,True
AVA_2fwni_Kjf2M_s620000_e624000_chunk155,True
AVA_2fwni_Kjf2M_s624000_e628000_chunk156,True
